2021-05-04_12-54-32 INFO parsing data
2021-05-04_12-54-32 INFO counting area
2021-05-04_12-54-33 INFO counting area
2021-05-04_12-54-33 INFO counting perimeter
2021-05-04_12-54-33 INFO counting perimeter
2021-05-04_12-54-33 INFO counting volume
2021-05-04_12-54-33 INFO counting volume
2021-05-04_12-54-33 INFO counting perimeter
2021-05-04_12-54-33 INFO counting perimeter
2021-05-04_12-54-33 INFO counting perimeter
2021-05-04_12-54-33 INFO reading from file
